Q2l	 Q2u	 zl	 zu	 Ptl	 Ptu	 xl	 xu
2.0	 3.0	 0.50	 0.55	 0.0	 0.4	 0.0000	 0.3454
2.0	 3.0	 0.50	 0.55	 0.0	 0.4	 0.3454	 0.7000
2.0	 3.0	 0.50	 0.55	 0.4	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.55	 0.60	 0.0	 0.8	 0.0000	 0.3833
2.0	 3.0	 0.55	 0.60	 0.0	 0.8	 0.3833	 0.7000
2.0	 3.0	 0.60	 0.65	 0.0	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.65	 0.70	 0.0	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.30	 0.35	 0.0	 0.2	 0.0000	 0.3605
3.0	 4.0	 0.30	 0.35	 0.0	 0.2	 0.3605	 0.7000
3.0	 4.0	 0.30	 0.35	 0.2	 0.6	 0.0000	 0.4034
3.0	 4.0	 0.30	 0.35	 0.2	 0.6	 0.4034	 0.7000
3.0	 4.0	 0.35	 0.40	 0.0	 0.2	 0.0000	 0.4134
3.0	 4.0	 0.35	 0.40	 0.0	 0.2	 0.4134	 0.7000
3.0	 4.0	 0.35	 0.40	 0.2	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.40	 0.45	 0.0	 0.4	 0.0000	 0.3695
3.0	 4.0	 0.40	 0.45	 0.0	 0.4	 0.3695	 0.7000
3.0	 4.0	 0.40	 0.45	 0.4	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.45	 0.50	 0.0	 0.6	 0.0000	 0.4003
3.0	 4.0	 0.45	 0.50	 0.0	 0.6	 0.4003	 0.7000
3.0	 4.0	 0.50	 0.55	 0.0	 1.0	 0.0000	 0.4635
3.0	 4.0	 0.50	 0.55	 0.0	 1.0	 0.4635	 0.7000
3.0	 4.0	 0.55	 0.60	 0.0	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.60	 0.65	 0.0	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.65	 0.70	 0.0	 1.6	 0.0000	 0.7000
4.0	 5.0	 0.30	 0.35	 0.0	 0.2	 0.0000	 0.3919
4.0	 5.0	 0.30	 0.35	 0.0	 0.2	 0.3919	 0.7000
4.0	 5.0	 0.30	 0.35	 0.2	 0.4	 0.0000	 0.3843
4.0	 5.0	 0.30	 0.35	 0.2	 0.4	 0.3843	 0.7000
4.0	 5.0	 0.30	 0.35	 0.4	 1.6	 0.0000	 0.7000
4.0	 5.0	 0.35	 0.40	 0.0	 0.4	 0.0000	 0.3522
4.0	 5.0	 0.35	 0.40	 0.0	 0.4	 0.3522	 0.4910
4.0	 5.0	 0.35	 0.40	 0.0	 0.4	 0.4910	 0.7000
4.0	 5.0	 0.35	 0.40	 0.4	 1.6	 0.0000	 0.7000
4.0	 5.0	 0.40	 0.45	 0.0	 0.4	 0.0000	 0.3717
4.0	 5.0	 0.40	 0.45	 0.0	 0.4	 0.3717	 0.7000
4.0	 5.0	 0.40	 0.45	 0.4	 1.6	 0.0000	 0.7000
4.0	 5.0	 0.45	 0.50	 0.0	 0.4	 0.0000	 0.4186
4.0	 5.0	 0.45	 0.50	 0.0	 0.4	 0.4186	 0.7000
4.0	 5.0	 0.45	 0.50	 0.4	 1.6	 0.0000	 0.7000
4.0	 5.0	 0.50	 0.55	 0.0	 0.6	 0.0000	 0.4130
4.0	 5.0	 0.50	 0.55	 0.0	 0.6	 0.4130	 0.7000
4.0	 5.0	 0.55	 0.60	 0.0	 1.0	 0.0000	 0.4653
4.0	 5.0	 0.55	 0.60	 0.0	 1.0	 0.4653	 0.7000
4.0	 5.0	 0.60	 0.65	 0.0	 1.6	 0.0000	 0.7000
4.0	 5.0	 0.65	 0.70	 0.0	 1.6	 0.0000	 0.7000
5.0	 6.0	 0.30	 0.35	 0.0	 0.2	 0.0000	 0.4829
5.0	 6.0	 0.30	 0.35	 0.0	 0.2	 0.4829	 0.7000
5.0	 6.0	 0.30	 0.35	 0.2	 0.4	 0.0000	 0.5093
5.0	 6.0	 0.30	 0.35	 0.2	 0.4	 0.5093	 0.7000
5.0	 6.0	 0.30	 0.35	 0.4	 1.6	 0.0000	 0.7000
5.0	 6.0	 0.35	 0.40	 0.0	 0.4	 0.0000	 0.4434
5.0	 6.0	 0.35	 0.40	 0.0	 0.4	 0.4434	 0.7000
5.0	 6.0	 0.35	 0.40	 0.4	 1.6	 0.0000	 0.7000
5.0	 6.0	 0.40	 0.45	 0.0	 0.4	 0.0000	 0.4686
5.0	 6.0	 0.40	 0.45	 0.0	 0.4	 0.4686	 0.7000
5.0	 6.0	 0.40	 0.45	 0.4	 1.6	 0.0000	 0.7000
5.0	 6.0	 0.45	 0.50	 0.0	 0.4	 0.0000	 0.5352
5.0	 6.0	 0.45	 0.50	 0.0	 0.4	 0.5352	 0.7000
5.0	 6.0	 0.45	 0.50	 0.4	 1.6	 0.0000	 0.7000
5.0	 6.0	 0.50	 0.55	 0.0	 0.6	 0.0000	 0.5423
5.0	 6.0	 0.50	 0.55	 0.0	 0.6	 0.5423	 0.7000
5.0	 6.0	 0.55	 0.60	 0.0	 1.6	 0.0000	 0.7000
5.0	 6.0	 0.60	 0.65	 0.0	 1.6	 0.0000	 0.7000
5.0	 6.0	 0.65	 0.70	 0.0	 1.6	 0.0000	 0.7000
6.0	 8.0	 0.30	 0.35	 0.0	 0.4	 0.0000	 0.5799
6.0	 8.0	 0.30	 0.35	 0.0	 0.4	 0.5799	 0.7000
6.0	 8.0	 0.30	 0.35	 0.4	 1.6	 0.0000	 0.7000
6.0	 8.0	 0.35	 0.40	 0.0	 0.6	 0.0000	 0.5910
6.0	 8.0	 0.35	 0.40	 0.0	 0.6	 0.5910	 0.7000
6.0	 8.0	 0.40	 0.45	 0.0	 1.6	 0.0000	 0.7000
6.0	 8.0	 0.45	 0.50	 0.0	 1.6	 0.0000	 0.7000
6.0	 8.0	 0.50	 0.55	 0.0	 1.6	 0.0000	 0.7000
6.0	 8.0	 0.55	 0.60	 0.0	 1.6	 0.0000	 0.7000
