Q2l	 Q2u	 zl	 zu	 Ptl	 Ptu	 xl	 xu
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.1064	 0.1095
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.1095	 0.1125
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.1125	 0.1157
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.1157	 0.1190
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.1190	 0.1224
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.1224	 0.1259
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.1259	 0.1294
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.1294	 0.1330
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.1330	 0.1372
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.1372	 0.1418
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.1418	 0.1470
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.1470	 0.1530
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.1530	 0.1600
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.1600	 0.1688
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.1688	 0.1802
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.1802	 0.1955
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.1955	 0.2174
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.2174	 0.2535
1.0	 2.0	 0.30	 0.35	 0.2	 0.4	 0.2535	 0.7000
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.0000	 0.0646
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.0646	 0.0691
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.0691	 0.0728
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.0728	 0.0764
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.0764	 0.0796
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.0796	 0.0829
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.0829	 0.0863
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.0863	 0.0897
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.0897	 0.0933
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.0933	 0.0972
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.0972	 0.1013
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.1013	 0.1057
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.1057	 0.1104
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.1104	 0.1155
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.1155	 0.1208
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.1208	 0.1266
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.1266	 0.1332
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.1332	 0.1417
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.1417	 0.1523
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.1523	 0.1670
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.1670	 0.1871
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.1871	 0.2210
1.0	 2.0	 0.30	 0.35	 0.4	 0.6	 0.2210	 0.7000
1.0	 2.0	 0.30	 0.35	 0.6	 0.8	 0.0000	 0.0715
1.0	 2.0	 0.30	 0.35	 0.6	 0.8	 0.0715	 0.0835
1.0	 2.0	 0.30	 0.35	 0.6	 0.8	 0.0835	 0.0965
1.0	 2.0	 0.30	 0.35	 0.6	 0.8	 0.0965	 0.1129
1.0	 2.0	 0.30	 0.35	 0.6	 0.8	 0.1129	 0.1350
1.0	 2.0	 0.30	 0.35	 0.6	 0.8	 0.1350	 0.2087
1.0	 2.0	 0.30	 0.35	 0.6	 0.8	 0.2087	 0.7000
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.0000	 0.1123
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.1123	 0.1282
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.1282	 0.1410
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.1410	 0.1530
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.1530	 0.1654
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.1654	 0.1792
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.1792	 0.1952
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.1952	 0.2180
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.2180	 0.2582
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.2582	 0.7000
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.0000	 0.0758
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.0758	 0.0822
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.0822	 0.0873
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.0873	 0.0918
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.0918	 0.0964
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.0964	 0.1008
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1008	 0.1051
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1051	 0.1095
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1095	 0.1141
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1141	 0.1185
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1185	 0.1233
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1233	 0.1283
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1283	 0.1333
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1333	 0.1388
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1388	 0.1448
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1448	 0.1520
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1520	 0.1610
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1610	 0.1722
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1722	 0.1878
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1878	 0.2120
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.2120	 0.2551
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.2551	 0.7000
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.0000	 0.0673
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.0673	 0.0732
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.0732	 0.0779
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.0779	 0.0823
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.0823	 0.0865
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.0865	 0.0911
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.0911	 0.0958
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.0958	 0.1009
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.1009	 0.1061
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.1061	 0.1117
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.1117	 0.1179
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.1179	 0.1246
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.1246	 0.1326
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.1326	 0.1430
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.1430	 0.1569
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.1569	 0.1788
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.1788	 0.2192
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.2192	 0.7000
1.0	 2.0	 0.35	 0.40	 0.6	 0.8	 0.0000	 0.0705
1.0	 2.0	 0.35	 0.40	 0.6	 0.8	 0.0705	 0.0806
1.0	 2.0	 0.35	 0.40	 0.6	 0.8	 0.0806	 0.0908
1.0	 2.0	 0.35	 0.40	 0.6	 0.8	 0.0908	 0.1030
1.0	 2.0	 0.35	 0.40	 0.6	 0.8	 0.1030	 0.1180
1.0	 2.0	 0.35	 0.40	 0.6	 0.8	 0.1180	 0.1382
1.0	 2.0	 0.35	 0.40	 0.6	 0.8	 0.1382	 0.1794
1.0	 2.0	 0.35	 0.40	 0.6	 0.8	 0.1794	 0.7000
1.0	 2.0	 0.35	 0.40	 0.8	 1.6	 0.0000	 0.7000
1.0	 2.0	 0.40	 0.45	 0.0	 0.2	 0.0000	 0.1238
1.0	 2.0	 0.40	 0.45	 0.0	 0.2	 0.1238	 0.1438
1.0	 2.0	 0.40	 0.45	 0.0	 0.2	 0.1438	 0.1608
1.0	 2.0	 0.40	 0.45	 0.0	 0.2	 0.1608	 0.1788
1.0	 2.0	 0.40	 0.45	 0.0	 0.2	 0.1788	 0.2009
1.0	 2.0	 0.40	 0.45	 0.0	 0.2	 0.2009	 0.2365
1.0	 2.0	 0.40	 0.45	 0.0	 0.2	 0.2365	 0.7000
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.0000	 0.0816
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.0816	 0.0899
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.0899	 0.0971
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.0971	 0.1037
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.1037	 0.1103
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.1103	 0.1168
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.1168	 0.1233
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.1233	 0.1299
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.1299	 0.1369
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.1369	 0.1446
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.1446	 0.1537
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.1537	 0.1652
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.1652	 0.1814
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.1814	 0.2078
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.2078	 0.2590
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.2590	 0.7000
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.0000	 0.0710
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.0710	 0.0780
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.0780	 0.0840
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.0840	 0.0899
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.0899	 0.0958
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.0958	 0.1019
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.1019	 0.1088
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.1088	 0.1162
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.1162	 0.1243
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.1243	 0.1333
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.1333	 0.1454
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.1454	 0.1647
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.1647	 0.2013
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.2013	 0.7000
1.0	 2.0	 0.40	 0.45	 0.6	 0.8	 0.0000	 0.0723
1.0	 2.0	 0.40	 0.45	 0.6	 0.8	 0.0723	 0.0828
1.0	 2.0	 0.40	 0.45	 0.6	 0.8	 0.0828	 0.0941
1.0	 2.0	 0.40	 0.45	 0.6	 0.8	 0.0941	 0.1076
1.0	 2.0	 0.40	 0.45	 0.6	 0.8	 0.1076	 0.1248
1.0	 2.0	 0.40	 0.45	 0.6	 0.8	 0.1248	 0.1517
1.0	 2.0	 0.40	 0.45	 0.6	 0.8	 0.1517	 0.2254
1.0	 2.0	 0.40	 0.45	 0.6	 0.8	 0.2254	 0.7000
1.0	 2.0	 0.40	 0.45	 0.8	 1.0	 0.0000	 0.1093
1.0	 2.0	 0.40	 0.45	 0.8	 1.0	 0.1093	 0.7000
1.0	 2.0	 0.45	 0.50	 0.0	 0.2	 0.0000	 0.1361
1.0	 2.0	 0.45	 0.50	 0.0	 0.2	 0.1361	 0.1608
1.0	 2.0	 0.45	 0.50	 0.0	 0.2	 0.1608	 0.1856
1.0	 2.0	 0.45	 0.50	 0.0	 0.2	 0.1856	 0.2223
1.0	 2.0	 0.45	 0.50	 0.0	 0.2	 0.2223	 0.7000
1.0	 2.0	 0.45	 0.50	 0.2	 0.4	 0.0000	 0.0885
1.0	 2.0	 0.45	 0.50	 0.2	 0.4	 0.0885	 0.0997
1.0	 2.0	 0.45	 0.50	 0.2	 0.4	 0.0997	 0.1096
1.0	 2.0	 0.45	 0.50	 0.2	 0.4	 0.1096	 0.1190
1.0	 2.0	 0.45	 0.50	 0.2	 0.4	 0.1190	 0.1281
1.0	 2.0	 0.45	 0.50	 0.2	 0.4	 0.1281	 0.1376
1.0	 2.0	 0.45	 0.50	 0.2	 0.4	 0.1376	 0.1483
1.0	 2.0	 0.45	 0.50	 0.2	 0.4	 0.1483	 0.1615
1.0	 2.0	 0.45	 0.50	 0.2	 0.4	 0.1615	 0.1802
1.0	 2.0	 0.45	 0.50	 0.2	 0.4	 0.1802	 0.2135
1.0	 2.0	 0.45	 0.50	 0.2	 0.4	 0.2135	 0.3070
1.0	 2.0	 0.45	 0.50	 0.2	 0.4	 0.3070	 0.7000
1.0	 2.0	 0.45	 0.50	 0.4	 0.6	 0.0000	 0.0754
1.0	 2.0	 0.45	 0.50	 0.4	 0.6	 0.0754	 0.0840
1.0	 2.0	 0.45	 0.50	 0.4	 0.6	 0.0840	 0.0917
1.0	 2.0	 0.45	 0.50	 0.4	 0.6	 0.0917	 0.0999
1.0	 2.0	 0.45	 0.50	 0.4	 0.6	 0.0999	 0.1081
1.0	 2.0	 0.45	 0.50	 0.4	 0.6	 0.1081	 0.1171
1.0	 2.0	 0.45	 0.50	 0.4	 0.6	 0.1171	 0.1274
1.0	 2.0	 0.45	 0.50	 0.4	 0.6	 0.1274	 0.1397
1.0	 2.0	 0.45	 0.50	 0.4	 0.6	 0.1397	 0.1590
1.0	 2.0	 0.45	 0.50	 0.4	 0.6	 0.1590	 0.1980
1.0	 2.0	 0.45	 0.50	 0.4	 0.6	 0.1980	 0.7000
1.0	 2.0	 0.45	 0.50	 0.6	 0.8	 0.0000	 0.0750
1.0	 2.0	 0.45	 0.50	 0.6	 0.8	 0.0750	 0.0873
1.0	 2.0	 0.45	 0.50	 0.6	 0.8	 0.0873	 0.1010
1.0	 2.0	 0.45	 0.50	 0.6	 0.8	 0.1010	 0.1186
1.0	 2.0	 0.45	 0.50	 0.6	 0.8	 0.1186	 0.1446
1.0	 2.0	 0.45	 0.50	 0.6	 0.8	 0.1446	 0.2233
1.0	 2.0	 0.45	 0.50	 0.6	 0.8	 0.2233	 0.7000
1.0	 2.0	 0.45	 0.50	 0.8	 1.0	 0.0000	 0.0969
1.0	 2.0	 0.45	 0.50	 0.8	 1.0	 0.0969	 0.1818
1.0	 2.0	 0.45	 0.50	 0.8	 1.0	 0.1818	 0.7000
1.0	 2.0	 0.45	 0.50	 1.0	 1.6	 0.0000	 0.7000
1.0	 2.0	 0.50	 0.55	 0.0	 0.2	 0.0000	 0.1499
1.0	 2.0	 0.50	 0.55	 0.0	 0.2	 0.1499	 0.1829
1.0	 2.0	 0.50	 0.55	 0.0	 0.2	 0.1829	 0.2348
1.0	 2.0	 0.50	 0.55	 0.0	 0.2	 0.2348	 0.7000
1.0	 2.0	 0.50	 0.55	 0.2	 0.4	 0.0000	 0.0961
1.0	 2.0	 0.50	 0.55	 0.2	 0.4	 0.0961	 0.1113
1.0	 2.0	 0.50	 0.55	 0.2	 0.4	 0.1113	 0.1246
1.0	 2.0	 0.50	 0.55	 0.2	 0.4	 0.1246	 0.1377
1.0	 2.0	 0.50	 0.55	 0.2	 0.4	 0.1377	 0.1525
1.0	 2.0	 0.50	 0.55	 0.2	 0.4	 0.1525	 0.1720
1.0	 2.0	 0.50	 0.55	 0.2	 0.4	 0.1720	 0.2066
1.0	 2.0	 0.50	 0.55	 0.2	 0.4	 0.2066	 0.7000
1.0	 2.0	 0.50	 0.55	 0.4	 0.6	 0.0000	 0.0802
1.0	 2.0	 0.50	 0.55	 0.4	 0.6	 0.0802	 0.0908
1.0	 2.0	 0.50	 0.55	 0.4	 0.6	 0.0908	 0.1012
1.0	 2.0	 0.50	 0.55	 0.4	 0.6	 0.1012	 0.1120
1.0	 2.0	 0.50	 0.55	 0.4	 0.6	 0.1120	 0.1240
1.0	 2.0	 0.50	 0.55	 0.4	 0.6	 0.1240	 0.1383
1.0	 2.0	 0.50	 0.55	 0.4	 0.6	 0.1383	 0.1607
1.0	 2.0	 0.50	 0.55	 0.4	 0.6	 0.1607	 0.2165
1.0	 2.0	 0.50	 0.55	 0.4	 0.6	 0.2165	 0.7000
1.0	 2.0	 0.50	 0.55	 0.6	 0.8	 0.0000	 0.0791
1.0	 2.0	 0.50	 0.55	 0.6	 0.8	 0.0791	 0.0935
1.0	 2.0	 0.50	 0.55	 0.6	 0.8	 0.0935	 0.1108
1.0	 2.0	 0.50	 0.55	 0.6	 0.8	 0.1108	 0.1354
1.0	 2.0	 0.50	 0.55	 0.6	 0.8	 0.1354	 0.2076
1.0	 2.0	 0.50	 0.55	 0.6	 0.8	 0.2076	 0.7000
1.0	 2.0	 0.50	 0.55	 0.8	 1.0	 0.0000	 0.0934
1.0	 2.0	 0.50	 0.55	 0.8	 1.0	 0.0934	 0.1552
1.0	 2.0	 0.50	 0.55	 0.8	 1.0	 0.1552	 0.7000
1.0	 2.0	 0.50	 0.55	 1.0	 1.6	 0.0000	 0.7000
1.0	 2.0	 0.55	 0.60	 0.0	 0.2	 0.0000	 0.1644
1.0	 2.0	 0.55	 0.60	 0.0	 0.2	 0.1644	 0.2176
1.0	 2.0	 0.55	 0.60	 0.0	 0.2	 0.2176	 0.7000
1.0	 2.0	 0.55	 0.60	 0.2	 0.4	 0.0000	 0.1052
1.0	 2.0	 0.55	 0.60	 0.2	 0.4	 0.1052	 0.1250
1.0	 2.0	 0.55	 0.60	 0.2	 0.4	 0.1250	 0.1429
1.0	 2.0	 0.55	 0.60	 0.2	 0.4	 0.1429	 0.1646
1.0	 2.0	 0.55	 0.60	 0.2	 0.4	 0.1646	 0.2017
1.0	 2.0	 0.55	 0.60	 0.2	 0.4	 0.2017	 0.7000
1.0	 2.0	 0.55	 0.60	 0.4	 0.6	 0.0000	 0.0859
1.0	 2.0	 0.55	 0.60	 0.4	 0.6	 0.0859	 0.0997
1.0	 2.0	 0.55	 0.60	 0.4	 0.6	 0.0997	 0.1138
1.0	 2.0	 0.55	 0.60	 0.4	 0.6	 0.1138	 0.1297
1.0	 2.0	 0.55	 0.60	 0.4	 0.6	 0.1297	 0.1508
1.0	 2.0	 0.55	 0.60	 0.4	 0.6	 0.1508	 0.1997
1.0	 2.0	 0.55	 0.60	 0.4	 0.6	 0.1997	 0.7000
1.0	 2.0	 0.55	 0.60	 0.6	 0.8	 0.0000	 0.0826
1.0	 2.0	 0.55	 0.60	 0.6	 0.8	 0.0826	 0.1005
1.0	 2.0	 0.55	 0.60	 0.6	 0.8	 0.1005	 0.1236
1.0	 2.0	 0.55	 0.60	 0.6	 0.8	 0.1236	 0.1716
1.0	 2.0	 0.55	 0.60	 0.6	 0.8	 0.1716	 0.7000
1.0	 2.0	 0.55	 0.60	 0.8	 1.0	 0.0000	 0.0967
1.0	 2.0	 0.55	 0.60	 0.8	 1.0	 0.0967	 0.1805
1.0	 2.0	 0.55	 0.60	 0.8	 1.0	 0.1805	 0.7000
1.0	 2.0	 0.55	 0.60	 1.0	 1.6	 0.0000	 0.7000
1.0	 2.0	 0.60	 0.65	 0.0	 0.2	 0.0000	 0.1833
1.0	 2.0	 0.60	 0.65	 0.0	 0.2	 0.1833	 0.7000
1.0	 2.0	 0.60	 0.65	 0.2	 0.4	 0.0000	 0.1161
1.0	 2.0	 0.60	 0.65	 0.2	 0.4	 0.1161	 0.1415
1.0	 2.0	 0.60	 0.65	 0.2	 0.4	 0.1415	 0.1711
1.0	 2.0	 0.60	 0.65	 0.2	 0.4	 0.1711	 0.2360
1.0	 2.0	 0.60	 0.65	 0.2	 0.4	 0.2360	 0.7000
1.0	 2.0	 0.60	 0.65	 0.4	 0.6	 0.0000	 0.0927
1.0	 2.0	 0.60	 0.65	 0.4	 0.6	 0.0927	 0.1110
1.0	 2.0	 0.60	 0.65	 0.4	 0.6	 0.1110	 0.1309
1.0	 2.0	 0.60	 0.65	 0.4	 0.6	 0.1309	 0.1592
1.0	 2.0	 0.60	 0.65	 0.4	 0.6	 0.1592	 0.7000
1.0	 2.0	 0.60	 0.65	 0.6	 0.8	 0.0000	 0.0878
1.0	 2.0	 0.60	 0.65	 0.6	 0.8	 0.0878	 0.1104
1.0	 2.0	 0.60	 0.65	 0.6	 0.8	 0.1104	 0.1440
1.0	 2.0	 0.60	 0.65	 0.6	 0.8	 0.1440	 0.7000
1.0	 2.0	 0.60	 0.65	 0.8	 1.0	 0.0000	 0.1014
1.0	 2.0	 0.60	 0.65	 0.8	 1.0	 0.1014	 0.7000
1.0	 2.0	 0.60	 0.65	 1.0	 1.6	 0.0000	 0.7000
1.0	 2.0	 0.65	 0.70	 0.0	 0.2	 0.0000	 0.2104
1.0	 2.0	 0.65	 0.70	 0.0	 0.2	 0.2104	 0.7000
1.0	 2.0	 0.65	 0.70	 0.2	 0.4	 0.0000	 0.1288
1.0	 2.0	 0.65	 0.70	 0.2	 0.4	 0.1288	 0.1654
1.0	 2.0	 0.65	 0.70	 0.2	 0.4	 0.1654	 0.7000
1.0	 2.0	 0.65	 0.70	 0.4	 0.6	 0.0000	 0.1015
1.0	 2.0	 0.65	 0.70	 0.4	 0.6	 0.1015	 0.1269
1.0	 2.0	 0.65	 0.70	 0.4	 0.6	 0.1269	 0.1613
1.0	 2.0	 0.65	 0.70	 0.4	 0.6	 0.1613	 0.7000
1.0	 2.0	 0.65	 0.70	 0.6	 0.8	 0.0000	 0.0941
1.0	 2.0	 0.65	 0.70	 0.6	 0.8	 0.0941	 0.1245
1.0	 2.0	 0.65	 0.70	 0.6	 0.8	 0.1245	 0.7000
1.0	 2.0	 0.65	 0.70	 0.8	 1.0	 0.0000	 0.1073
1.0	 2.0	 0.65	 0.70	 0.8	 1.0	 0.1073	 0.7000
1.0	 2.0	 0.65	 0.70	 1.0	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.30	 0.35	 0.0	 0.2	 0.0000	 0.1692
2.0	 3.0	 0.30	 0.35	 0.0	 0.2	 0.1692	 0.1839
2.0	 3.0	 0.30	 0.35	 0.0	 0.2	 0.1839	 0.1951
2.0	 3.0	 0.30	 0.35	 0.0	 0.2	 0.1951	 0.2049
2.0	 3.0	 0.30	 0.35	 0.0	 0.2	 0.2049	 0.2138
2.0	 3.0	 0.30	 0.35	 0.0	 0.2	 0.2138	 0.2224
2.0	 3.0	 0.30	 0.35	 0.0	 0.2	 0.2224	 0.2310
2.0	 3.0	 0.30	 0.35	 0.0	 0.2	 0.2310	 0.2399
2.0	 3.0	 0.30	 0.35	 0.0	 0.2	 0.2399	 0.2495
2.0	 3.0	 0.30	 0.35	 0.0	 0.2	 0.2495	 0.2600
2.0	 3.0	 0.30	 0.35	 0.0	 0.2	 0.2600	 0.2718
2.0	 3.0	 0.30	 0.35	 0.0	 0.2	 0.2718	 0.2857
2.0	 3.0	 0.30	 0.35	 0.0	 0.2	 0.2857	 0.3026
2.0	 3.0	 0.30	 0.35	 0.0	 0.2	 0.3026	 0.3251
2.0	 3.0	 0.30	 0.35	 0.0	 0.2	 0.3251	 0.7000
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.0000	 0.1474
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.1474	 0.1569
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.1569	 0.1646
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.1646	 0.1717
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.1717	 0.1786
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.1786	 0.1855
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.1855	 0.1924
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.1924	 0.1996
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.1996	 0.2070
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.2070	 0.2150
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.2150	 0.2235
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.2235	 0.2328
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.2328	 0.2434
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.2434	 0.2554
