Q2l	 Q2u	 zl	 zu	 Ptl	 Ptu	 xl	 xu
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.2203	 0.7000
1.0	 2.0	 0.35	 0.40	 0.6	 0.8	 0.0000	 0.2329
1.0	 2.0	 0.35	 0.40	 0.6	 0.8	 0.2329	 0.7000
1.0	 2.0	 0.40	 0.45	 0.0	 0.2	 0.0000	 0.1481
1.0	 2.0	 0.40	 0.45	 0.0	 0.2	 0.1481	 0.1815
1.0	 2.0	 0.40	 0.45	 0.0	 0.2	 0.1815	 0.2298
1.0	 2.0	 0.40	 0.45	 0.0	 0.2	 0.2298	 0.7000
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.0000	 0.1114
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.1114	 0.1317
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.1317	 0.1554
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.1554	 0.1862
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.1862	 0.2544
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.2544	 0.7000
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.0000	 0.1136
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.1136	 0.1518
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.1518	 0.2080
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.2080	 0.7000
1.0	 2.0	 0.40	 0.45	 0.6	 0.8	 0.0000	 0.1689
1.0	 2.0	 0.40	 0.45	 0.6	 0.8	 0.1689	 0.7000
1.0	 2.0	 0.45	 0.50	 0.0	 0.2	 0.0000	 0.1634
1.0	 2.0	 0.45	 0.50	 0.0	 0.2	 0.1634	 0.2156
1.0	 2.0	 0.45	 0.50	 0.0	 0.2	 0.2156	 0.7000
1.0	 2.0	 0.45	 0.50	 0.2	 0.4	 0.0000	 0.1205
1.0	 2.0	 0.45	 0.50	 0.2	 0.4	 0.1205	 0.1499
1.0	 2.0	 0.45	 0.50	 0.2	 0.4	 0.1499	 0.1885
1.0	 2.0	 0.45	 0.50	 0.2	 0.4	 0.1885	 0.7000
1.0	 2.0	 0.45	 0.50	 0.4	 0.6	 0.0000	 0.1211
1.0	 2.0	 0.45	 0.50	 0.4	 0.6	 0.1211	 0.1728
1.0	 2.0	 0.45	 0.50	 0.4	 0.6	 0.1728	 0.7000
1.0	 2.0	 0.45	 0.50	 0.6	 0.8	 0.0000	 0.1705
1.0	 2.0	 0.45	 0.50	 0.6	 0.8	 0.1705	 0.7000
1.0	 2.0	 0.50	 0.55	 0.0	 0.2	 0.0000	 0.1819
1.0	 2.0	 0.50	 0.55	 0.0	 0.2	 0.1819	 0.7000
1.0	 2.0	 0.50	 0.55	 0.2	 0.4	 0.0000	 0.1333
1.0	 2.0	 0.50	 0.55	 0.2	 0.4	 0.1333	 0.1769
1.0	 2.0	 0.50	 0.55	 0.2	 0.4	 0.1769	 0.7000
1.0	 2.0	 0.50	 0.55	 0.4	 0.6	 0.0000	 0.1326
1.0	 2.0	 0.50	 0.55	 0.4	 0.6	 0.1326	 0.2270
1.0	 2.0	 0.50	 0.55	 0.4	 0.6	 0.2270	 0.7000
1.0	 2.0	 0.50	 0.55	 0.6	 0.8	 0.0000	 0.2073
1.0	 2.0	 0.50	 0.55	 0.6	 0.8	 0.2073	 0.7000
1.0	 2.0	 0.50	 0.55	 0.8	 1.6	 0.0000	 0.7000
1.0	 2.0	 0.55	 0.60	 0.0	 0.2	 0.0000	 0.2127
1.0	 2.0	 0.55	 0.60	 0.0	 0.2	 0.2127	 0.7000
1.0	 2.0	 0.55	 0.60	 0.2	 0.4	 0.0000	 0.1477
1.0	 2.0	 0.55	 0.60	 0.2	 0.4	 0.1477	 0.2301
1.0	 2.0	 0.55	 0.60	 0.2	 0.4	 0.2301	 0.7000
1.0	 2.0	 0.55	 0.60	 0.4	 0.6	 0.0000	 0.1481
1.0	 2.0	 0.55	 0.60	 0.4	 0.6	 0.1481	 0.7000
1.0	 2.0	 0.55	 0.60	 0.6	 1.0	 0.0000	 0.1811
1.0	 2.0	 0.55	 0.60	 0.6	 1.0	 0.1811	 0.7000
1.0	 2.0	 0.60	 0.65	 0.0	 0.4	 0.0000	 0.1509
1.0	 2.0	 0.60	 0.65	 0.0	 0.4	 0.1509	 0.2072
1.0	 2.0	 0.60	 0.65	 0.0	 0.4	 0.2072	 0.7000
1.0	 2.0	 0.60	 0.65	 0.4	 0.6	 0.0000	 0.1744
1.0	 2.0	 0.60	 0.65	 0.4	 0.6	 0.1744	 0.7000
1.0	 2.0	 0.60	 0.65	 0.6	 1.6	 0.0000	 0.7000
1.0	 2.0	 0.65	 0.70	 0.0	 0.4	 0.0000	 0.1723
1.0	 2.0	 0.65	 0.70	 0.0	 0.4	 0.1723	 0.7000
1.0	 2.0	 0.65	 0.70	 0.4	 0.8	 0.0000	 0.1521
1.0	 2.0	 0.65	 0.70	 0.4	 0.8	 0.1521	 0.7000
2.0	 3.0	 0.30	 0.35	 0.0	 0.2	 0.0000	 0.2887
2.0	 3.0	 0.30	 0.35	 0.0	 0.2	 0.2887	 0.7000
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.0000	 0.3053
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.3053	 0.7000
2.0	 3.0	 0.30	 0.35	 0.4	 1.0	 0.0000	 0.3731
2.0	 3.0	 0.30	 0.35	 0.4	 1.0	 0.3731	 0.7000
2.0	 3.0	 0.35	 0.40	 0.0	 0.2	 0.0000	 0.3133
2.0	 3.0	 0.35	 0.40	 0.0	 0.2	 0.3133	 0.7000
2.0	 3.0	 0.35	 0.40	 0.2	 0.4	 0.0000	 0.3345
2.0	 3.0	 0.35	 0.40	 0.2	 0.4	 0.3345	 0.7000
2.0	 3.0	 0.35	 0.40	 0.4	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.40	 0.45	 0.0	 0.4	 0.0000	 0.2864
2.0	 3.0	 0.40	 0.45	 0.0	 0.4	 0.2864	 0.7000
2.0	 3.0	 0.40	 0.45	 0.4	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.45	 0.50	 0.0	 0.4	 0.0000	 0.3085
2.0	 3.0	 0.45	 0.50	 0.0	 0.4	 0.3085	 0.7000
2.0	 3.0	 0.45	 0.50	 0.4	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.50	 0.55	 0.0	 0.6	 0.0000	 0.3114
2.0	 3.0	 0.50	 0.55	 0.0	 0.6	 0.3114	 0.7000
2.0	 3.0	 0.55	 0.60	 0.0	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.60	 0.65	 0.0	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.65	 0.70	 0.0	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.30	 0.35	 0.0	 0.4	 0.0000	 0.3878
3.0	 4.0	 0.30	 0.35	 0.0	 0.4	 0.3878	 0.7000
3.0	 4.0	 0.30	 0.35	 0.4	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.35	 0.40	 0.0	 0.4	 0.0000	 0.4145
3.0	 4.0	 0.35	 0.40	 0.0	 0.4	 0.4145	 0.7000
3.0	 4.0	 0.35	 0.40	 0.4	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.40	 0.45	 0.0	 0.6	 0.0000	 0.4252
3.0	 4.0	 0.40	 0.45	 0.0	 0.6	 0.4252	 0.7000
3.0	 4.0	 0.45	 0.50	 0.0	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.50	 0.55	 0.0	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.55	 0.60	 0.0	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.60	 0.65	 0.0	 1.6	 0.0000	 0.7000
4.0	 5.0	 0.30	 0.35	 0.0	 1.6	 0.0000	 0.7000
4.0	 5.0	 0.35	 0.40	 0.0	 1.6	 0.0000	 0.7000
4.0	 5.0	 0.40	 0.45	 0.0	 1.6	 0.0000	 0.7000
4.0	 5.0	 0.45	 0.50	 0.0	 1.6	 0.0000	 0.7000
