Q2l	 Q2u	 zl	 zu	 Ptl	 Ptu	 xl	 xu
1.0	 2.0	 0.30	 0.35	 0.6	 0.8	 0.0000	 0.0751
1.0	 2.0	 0.30	 0.35	 0.6	 0.8	 0.0751	 0.0916
1.0	 2.0	 0.30	 0.35	 0.6	 0.8	 0.0916	 0.1136
1.0	 2.0	 0.30	 0.35	 0.6	 0.8	 0.1136	 0.1510
1.0	 2.0	 0.30	 0.35	 0.6	 0.8	 0.1510	 0.7000
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.0000	 0.1185
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.1185	 0.1384
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.1384	 0.1561
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.1561	 0.1752
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.1752	 0.1994
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.1994	 0.2433
1.0	 2.0	 0.35	 0.40	 0.0	 0.2	 0.2433	 0.7000
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.0000	 0.0782
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.0782	 0.0857
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.0857	 0.0924
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.0924	 0.0983
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.0983	 0.1045
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1045	 0.1108
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1108	 0.1173
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1173	 0.1240
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1240	 0.1310
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1310	 0.1387
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1387	 0.1478
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1478	 0.1598
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1598	 0.1776
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.1776	 0.2090
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.2090	 0.2950
1.0	 2.0	 0.35	 0.40	 0.2	 0.4	 0.2950	 0.7000
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.0000	 0.0691
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.0691	 0.0761
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.0761	 0.0820
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.0820	 0.0877
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.0877	 0.0937
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.0937	 0.1003
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.1003	 0.1079
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.1079	 0.1162
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.1162	 0.1258
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.1258	 0.1377
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.1377	 0.1570
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.1570	 0.1939
1.0	 2.0	 0.35	 0.40	 0.4	 0.6	 0.1939	 0.7000
1.0	 2.0	 0.35	 0.40	 0.6	 0.8	 0.0000	 0.0742
1.0	 2.0	 0.35	 0.40	 0.6	 0.8	 0.0742	 0.0879
1.0	 2.0	 0.35	 0.40	 0.6	 0.8	 0.0879	 0.1048
1.0	 2.0	 0.35	 0.40	 0.6	 0.8	 0.1048	 0.1280
1.0	 2.0	 0.35	 0.40	 0.6	 0.8	 0.1280	 0.1778
1.0	 2.0	 0.35	 0.40	 0.6	 0.8	 0.1778	 0.7000
1.0	 2.0	 0.35	 0.40	 0.8	 1.6	 0.0000	 0.7000
1.0	 2.0	 0.40	 0.45	 0.0	 0.2	 0.0000	 0.1338
1.0	 2.0	 0.40	 0.45	 0.0	 0.2	 0.1338	 0.1598
1.0	 2.0	 0.40	 0.45	 0.0	 0.2	 0.1598	 0.1881
1.0	 2.0	 0.40	 0.45	 0.0	 0.2	 0.1881	 0.2386
1.0	 2.0	 0.40	 0.45	 0.0	 0.2	 0.2386	 0.7000
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.0000	 0.0847
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.0847	 0.0952
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.0952	 0.1051
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.1051	 0.1143
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.1143	 0.1237
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.1237	 0.1336
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.1336	 0.1448
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.1448	 0.1594
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.1594	 0.1820
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.1820	 0.2342
1.0	 2.0	 0.40	 0.45	 0.2	 0.4	 0.2342	 0.7000
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.0000	 0.0737
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.0737	 0.0826
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.0826	 0.0906
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.0906	 0.0990
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.0990	 0.1084
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.1084	 0.1197
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.1197	 0.1326
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.1326	 0.1525
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.1525	 0.2005
1.0	 2.0	 0.40	 0.45	 0.4	 0.6	 0.2005	 0.7000
1.0	 2.0	 0.40	 0.45	 0.6	 0.8	 0.0000	 0.0756
1.0	 2.0	 0.40	 0.45	 0.6	 0.8	 0.0756	 0.0901
1.0	 2.0	 0.40	 0.45	 0.6	 0.8	 0.0901	 0.1092
1.0	 2.0	 0.40	 0.45	 0.6	 0.8	 0.1092	 0.1378
1.0	 2.0	 0.40	 0.45	 0.6	 0.8	 0.1378	 0.2408
1.0	 2.0	 0.40	 0.45	 0.6	 0.8	 0.2408	 0.7000
1.0	 2.0	 0.40	 0.45	 0.8	 1.0	 0.0000	 0.1457
1.0	 2.0	 0.40	 0.45	 0.8	 1.0	 0.1457	 0.7000
1.0	 2.0	 0.45	 0.50	 0.0	 0.2	 0.0000	 0.1492
1.0	 2.0	 0.45	 0.50	 0.0	 0.2	 0.1492	 0.1881
1.0	 2.0	 0.45	 0.50	 0.0	 0.2	 0.1881	 0.7000
1.0	 2.0	 0.45	 0.50	 0.2	 0.4	 0.0000	 0.0935
1.0	 2.0	 0.45	 0.50	 0.2	 0.4	 0.0935	 0.1088
1.0	 2.0	 0.45	 0.50	 0.2	 0.4	 0.1088	 0.1226
1.0	 2.0	 0.45	 0.50	 0.2	 0.4	 0.1226	 0.1369
1.0	 2.0	 0.45	 0.50	 0.2	 0.4	 0.1369	 0.1538
1.0	 2.0	 0.45	 0.50	 0.2	 0.4	 0.1538	 0.1806
1.0	 2.0	 0.45	 0.50	 0.2	 0.4	 0.1806	 0.2529
1.0	 2.0	 0.45	 0.50	 0.2	 0.4	 0.2529	 0.7000
1.0	 2.0	 0.45	 0.50	 0.4	 0.6	 0.0000	 0.0789
1.0	 2.0	 0.45	 0.50	 0.4	 0.6	 0.0789	 0.0900
1.0	 2.0	 0.45	 0.50	 0.4	 0.6	 0.0900	 0.1013
1.0	 2.0	 0.45	 0.50	 0.4	 0.6	 0.1013	 0.1139
1.0	 2.0	 0.45	 0.50	 0.4	 0.6	 0.1139	 0.1292
1.0	 2.0	 0.45	 0.50	 0.4	 0.6	 0.1292	 0.1524
1.0	 2.0	 0.45	 0.50	 0.4	 0.6	 0.1524	 0.2201
1.0	 2.0	 0.45	 0.50	 0.4	 0.6	 0.2201	 0.7000
1.0	 2.0	 0.45	 0.50	 0.6	 0.8	 0.0000	 0.0798
1.0	 2.0	 0.45	 0.50	 0.6	 0.8	 0.0798	 0.0986
1.0	 2.0	 0.45	 0.50	 0.6	 0.8	 0.0986	 0.1250
1.0	 2.0	 0.45	 0.50	 0.6	 0.8	 0.1250	 0.2039
1.0	 2.0	 0.45	 0.50	 0.6	 0.8	 0.2039	 0.7000
1.0	 2.0	 0.45	 0.50	 0.8	 1.0	 0.0000	 0.1166
1.0	 2.0	 0.45	 0.50	 0.8	 1.0	 0.1166	 0.7000
1.0	 2.0	 0.50	 0.55	 0.0	 0.2	 0.0000	 0.1683
1.0	 2.0	 0.50	 0.55	 0.0	 0.2	 0.1683	 0.2703
1.0	 2.0	 0.50	 0.55	 0.0	 0.2	 0.2703	 0.7000
1.0	 2.0	 0.50	 0.55	 0.2	 0.4	 0.0000	 0.1040
1.0	 2.0	 0.50	 0.55	 0.2	 0.4	 0.1040	 0.1251
1.0	 2.0	 0.50	 0.55	 0.2	 0.4	 0.1251	 0.1461
1.0	 2.0	 0.50	 0.55	 0.2	 0.4	 0.1461	 0.1763
1.0	 2.0	 0.50	 0.55	 0.2	 0.4	 0.1763	 0.2739
1.0	 2.0	 0.50	 0.55	 0.2	 0.4	 0.2739	 0.7000
1.0	 2.0	 0.50	 0.55	 0.4	 0.6	 0.0000	 0.0851
1.0	 2.0	 0.50	 0.55	 0.4	 0.6	 0.0851	 0.1005
1.0	 2.0	 0.50	 0.55	 0.4	 0.6	 0.1005	 0.1174
1.0	 2.0	 0.50	 0.55	 0.4	 0.6	 0.1174	 0.1386
1.0	 2.0	 0.50	 0.55	 0.4	 0.6	 0.1386	 0.1876
1.0	 2.0	 0.50	 0.55	 0.4	 0.6	 0.1876	 0.7000
1.0	 2.0	 0.50	 0.55	 0.6	 0.8	 0.0000	 0.0850
1.0	 2.0	 0.50	 0.55	 0.6	 0.8	 0.0850	 0.1092
1.0	 2.0	 0.50	 0.55	 0.6	 0.8	 0.1092	 0.1553
1.0	 2.0	 0.50	 0.55	 0.6	 0.8	 0.1553	 0.7000
1.0	 2.0	 0.50	 0.55	 0.8	 1.0	 0.0000	 0.1136
1.0	 2.0	 0.50	 0.55	 0.8	 1.0	 0.1136	 0.7000
1.0	 2.0	 0.50	 0.55	 1.0	 1.6	 0.0000	 0.7000
1.0	 2.0	 0.55	 0.60	 0.0	 0.2	 0.0000	 0.1962
1.0	 2.0	 0.55	 0.60	 0.0	 0.2	 0.1962	 0.7000
1.0	 2.0	 0.55	 0.60	 0.2	 0.4	 0.0000	 0.1159
1.0	 2.0	 0.55	 0.60	 0.2	 0.4	 0.1159	 0.1451
1.0	 2.0	 0.55	 0.60	 0.2	 0.4	 0.1451	 0.1905
1.0	 2.0	 0.55	 0.60	 0.2	 0.4	 0.1905	 0.7000
1.0	 2.0	 0.55	 0.60	 0.4	 0.6	 0.0000	 0.0931
1.0	 2.0	 0.55	 0.60	 0.4	 0.6	 0.0931	 0.1148
1.0	 2.0	 0.55	 0.60	 0.4	 0.6	 0.1148	 0.1431
1.0	 2.0	 0.55	 0.60	 0.4	 0.6	 0.1431	 0.2605
1.0	 2.0	 0.55	 0.60	 0.4	 0.6	 0.2605	 0.7000
1.0	 2.0	 0.55	 0.60	 0.6	 0.8	 0.0000	 0.0911
1.0	 2.0	 0.55	 0.60	 0.6	 0.8	 0.0911	 0.1241
1.0	 2.0	 0.55	 0.60	 0.6	 0.8	 0.1241	 0.7000
1.0	 2.0	 0.55	 0.60	 0.8	 1.0	 0.0000	 0.1212
1.0	 2.0	 0.55	 0.60	 0.8	 1.0	 0.1212	 0.7000
1.0	 2.0	 0.55	 0.60	 1.0	 1.6	 0.0000	 0.7000
1.0	 2.0	 0.60	 0.65	 0.0	 0.4	 0.0000	 0.1268
1.0	 2.0	 0.60	 0.65	 0.0	 0.4	 0.1268	 0.1589
1.0	 2.0	 0.60	 0.65	 0.0	 0.4	 0.1589	 0.2085
1.0	 2.0	 0.60	 0.65	 0.0	 0.4	 0.2085	 0.7000
1.0	 2.0	 0.60	 0.65	 0.4	 0.6	 0.0000	 0.1027
1.0	 2.0	 0.60	 0.65	 0.4	 0.6	 0.1027	 0.1355
1.0	 2.0	 0.60	 0.65	 0.4	 0.6	 0.1355	 0.7000
1.0	 2.0	 0.60	 0.65	 0.6	 0.8	 0.0000	 0.0997
1.0	 2.0	 0.60	 0.65	 0.6	 0.8	 0.0997	 0.1571
1.0	 2.0	 0.60	 0.65	 0.6	 0.8	 0.1571	 0.7000
1.0	 2.0	 0.60	 0.65	 0.8	 1.0	 0.0000	 0.1357
1.0	 2.0	 0.60	 0.65	 0.8	 1.0	 0.1357	 0.7000
1.0	 2.0	 0.60	 0.65	 1.0	 1.6	 0.0000	 0.7000
1.0	 2.0	 0.65	 0.70	 0.0	 0.4	 0.0000	 0.1443
1.0	 2.0	 0.65	 0.70	 0.0	 0.4	 0.1443	 0.2032
1.0	 2.0	 0.65	 0.70	 0.0	 0.4	 0.2032	 0.7000
1.0	 2.0	 0.65	 0.70	 0.4	 0.6	 0.0000	 0.1168
1.0	 2.0	 0.65	 0.70	 0.4	 0.6	 0.1168	 0.1930
1.0	 2.0	 0.65	 0.70	 0.4	 0.6	 0.1930	 0.7000
1.0	 2.0	 0.65	 0.70	 0.6	 0.8	 0.0000	 0.1114
1.0	 2.0	 0.65	 0.70	 0.6	 0.8	 0.1114	 0.7000
1.0	 2.0	 0.65	 0.70	 0.8	 1.6	 0.0000	 0.1081
1.0	 2.0	 0.65	 0.70	 0.8	 1.6	 0.1081	 0.7000
2.0	 3.0	 0.30	 0.35	 0.0	 0.2	 0.0000	 0.1760
2.0	 3.0	 0.30	 0.35	 0.0	 0.2	 0.1760	 0.1929
2.0	 3.0	 0.30	 0.35	 0.0	 0.2	 0.1929	 0.2065
2.0	 3.0	 0.30	 0.35	 0.0	 0.2	 0.2065	 0.2192
2.0	 3.0	 0.30	 0.35	 0.0	 0.2	 0.2192	 0.2316
2.0	 3.0	 0.30	 0.35	 0.0	 0.2	 0.2316	 0.2446
2.0	 3.0	 0.30	 0.35	 0.0	 0.2	 0.2446	 0.2594
2.0	 3.0	 0.30	 0.35	 0.0	 0.2	 0.2594	 0.2774
2.0	 3.0	 0.30	 0.35	 0.0	 0.2	 0.2774	 0.3006
2.0	 3.0	 0.30	 0.35	 0.0	 0.2	 0.3006	 0.3383
2.0	 3.0	 0.30	 0.35	 0.0	 0.2	 0.3383	 0.7000
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.0000	 0.1512
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.1512	 0.1629
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.1629	 0.1732
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.1732	 0.1831
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.1831	 0.1928
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.1928	 0.2032
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.2032	 0.2144
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.2144	 0.2266
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.2266	 0.2409
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.2409	 0.2585
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.2585	 0.2814
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.2814	 0.3112
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.3112	 0.3796
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.3796	 0.7000
2.0	 3.0	 0.30	 0.35	 0.4	 0.6	 0.0000	 0.1585
2.0	 3.0	 0.30	 0.35	 0.4	 0.6	 0.1585	 0.1800
2.0	 3.0	 0.30	 0.35	 0.4	 0.6	 0.1800	 0.2013
2.0	 3.0	 0.30	 0.35	 0.4	 0.6	 0.2013	 0.2248
2.0	 3.0	 0.30	 0.35	 0.4	 0.6	 0.2248	 0.2536
2.0	 3.0	 0.30	 0.35	 0.4	 0.6	 0.2536	 0.2951
2.0	 3.0	 0.30	 0.35	 0.4	 0.6	 0.2951	 0.7000
2.0	 3.0	 0.30	 0.35	 0.6	 0.8	 0.0000	 0.2007
2.0	 3.0	 0.30	 0.35	 0.6	 0.8	 0.2007	 0.2986
2.0	 3.0	 0.30	 0.35	 0.6	 0.8	 0.2986	 0.7000
2.0	 3.0	 0.35	 0.40	 0.0	 0.2	 0.0000	 0.1879
2.0	 3.0	 0.35	 0.40	 0.0	 0.2	 0.1879	 0.2089
2.0	 3.0	 0.35	 0.40	 0.0	 0.2	 0.2089	 0.2264
2.0	 3.0	 0.35	 0.40	 0.0	 0.2	 0.2264	 0.2444
2.0	 3.0	 0.35	 0.40	 0.0	 0.2	 0.2444	 0.2653
2.0	 3.0	 0.35	 0.40	 0.0	 0.2	 0.2653	 0.2936
2.0	 3.0	 0.35	 0.40	 0.0	 0.2	 0.2936	 0.3560
2.0	 3.0	 0.35	 0.40	 0.0	 0.2	 0.3560	 0.7000
2.0	 3.0	 0.35	 0.40	 0.2	 0.4	 0.0000	 0.1587
2.0	 3.0	 0.35	 0.40	 0.2	 0.4	 0.1587	 0.1730
2.0	 3.0	 0.35	 0.40	 0.2	 0.4	 0.1730	 0.1861
2.0	 3.0	 0.35	 0.40	 0.2	 0.4	 0.1861	 0.1991
2.0	 3.0	 0.35	 0.40	 0.2	 0.4	 0.1991	 0.2131
2.0	 3.0	 0.35	 0.40	 0.2	 0.4	 0.2131	 0.2284
2.0	 3.0	 0.35	 0.40	 0.2	 0.4	 0.2284	 0.2474
2.0	 3.0	 0.35	 0.40	 0.2	 0.4	 0.2474	 0.2737
2.0	 3.0	 0.35	 0.40	 0.2	 0.4	 0.2737	 0.3100
2.0	 3.0	 0.35	 0.40	 0.2	 0.4	 0.3100	 0.7000
2.0	 3.0	 0.35	 0.40	 0.4	 0.6	 0.0000	 0.1633
2.0	 3.0	 0.35	 0.40	 0.4	 0.6	 0.1633	 0.1893
2.0	 3.0	 0.35	 0.40	 0.4	 0.6	 0.1893	 0.2178
2.0	 3.0	 0.35	 0.40	 0.4	 0.6	 0.2178	 0.2546
2.0	 3.0	 0.35	 0.40	 0.4	 0.6	 0.2546	 0.3183
2.0	 3.0	 0.35	 0.40	 0.4	 0.6	 0.3183	 0.7000
2.0	 3.0	 0.35	 0.40	 0.6	 0.8	 0.0000	 0.2043
2.0	 3.0	 0.35	 0.40	 0.6	 0.8	 0.2043	 0.2978
2.0	 3.0	 0.35	 0.40	 0.6	 0.8	 0.2978	 0.7000
2.0	 3.0	 0.35	 0.40	 0.8	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.40	 0.45	 0.0	 0.2	 0.0000	 0.2001
2.0	 3.0	 0.40	 0.45	 0.0	 0.2	 0.2001	 0.2263
2.0	 3.0	 0.40	 0.45	 0.0	 0.2	 0.2263	 0.2519
2.0	 3.0	 0.40	 0.45	 0.0	 0.2	 0.2519	 0.2863
2.0	 3.0	 0.40	 0.45	 0.0	 0.2	 0.2863	 0.7000
2.0	 3.0	 0.40	 0.45	 0.2	 0.4	 0.0000	 0.1667
2.0	 3.0	 0.40	 0.45	 0.2	 0.4	 0.1667	 0.1856
2.0	 3.0	 0.40	 0.45	 0.2	 0.4	 0.1856	 0.2031
2.0	 3.0	 0.40	 0.45	 0.2	 0.4	 0.2031	 0.2220
2.0	 3.0	 0.40	 0.45	 0.2	 0.4	 0.2220	 0.2448
2.0	 3.0	 0.40	 0.45	 0.2	 0.4	 0.2448	 0.2782
2.0	 3.0	 0.40	 0.45	 0.2	 0.4	 0.2782	 0.3285
2.0	 3.0	 0.40	 0.45	 0.2	 0.4	 0.3285	 0.7000
2.0	 3.0	 0.40	 0.45	 0.4	 0.6	 0.0000	 0.1683
2.0	 3.0	 0.40	 0.45	 0.4	 0.6	 0.1683	 0.1998
2.0	 3.0	 0.40	 0.45	 0.4	 0.6	 0.1998	 0.2386
2.0	 3.0	 0.40	 0.45	 0.4	 0.6	 0.2386	 0.3076
2.0	 3.0	 0.40	 0.45	 0.4	 0.6	 0.3076	 0.7000
2.0	 3.0	 0.40	 0.45	 0.6	 0.8	 0.0000	 0.2163
2.0	 3.0	 0.40	 0.45	 0.6	 0.8	 0.2163	 0.7000
2.0	 3.0	 0.40	 0.45	 0.8	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.45	 0.50	 0.0	 0.2	 0.0000	 0.2148
2.0	 3.0	 0.45	 0.50	 0.0	 0.2	 0.2148	 0.2509
2.0	 3.0	 0.45	 0.50	 0.0	 0.2	 0.2509	 0.3066
2.0	 3.0	 0.45	 0.50	 0.0	 0.2	 0.3066	 0.7000
2.0	 3.0	 0.45	 0.50	 0.2	 0.4	 0.0000	 0.1769
2.0	 3.0	 0.45	 0.50	 0.2	 0.4	 0.1769	 0.2011
2.0	 3.0	 0.45	 0.50	 0.2	 0.4	 0.2011	 0.2261
2.0	 3.0	 0.45	 0.50	 0.2	 0.4	 0.2261	 0.2596
2.0	 3.0	 0.45	 0.50	 0.2	 0.4	 0.2596	 0.3128
2.0	 3.0	 0.45	 0.50	 0.2	 0.4	 0.3128	 0.7000
2.0	 3.0	 0.45	 0.50	 0.4	 0.6	 0.0000	 0.1758
2.0	 3.0	 0.45	 0.50	 0.4	 0.6	 0.1758	 0.2158
2.0	 3.0	 0.45	 0.50	 0.4	 0.6	 0.2158	 0.2802
2.0	 3.0	 0.45	 0.50	 0.4	 0.6	 0.2802	 0.7000
2.0	 3.0	 0.45	 0.50	 0.6	 0.8	 0.0000	 0.2346
2.0	 3.0	 0.45	 0.50	 0.6	 0.8	 0.2346	 0.7000
2.0	 3.0	 0.45	 0.50	 0.8	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.50	 0.55	 0.0	 0.2	 0.0000	 0.2314
2.0	 3.0	 0.50	 0.55	 0.0	 0.2	 0.2314	 0.2982
2.0	 3.0	 0.50	 0.55	 0.0	 0.2	 0.2982	 0.7000
2.0	 3.0	 0.50	 0.55	 0.2	 0.4	 0.0000	 0.1888
2.0	 3.0	 0.50	 0.55	 0.2	 0.4	 0.1888	 0.2218
2.0	 3.0	 0.50	 0.55	 0.2	 0.4	 0.2218	 0.2652
2.0	 3.0	 0.50	 0.55	 0.2	 0.4	 0.2652	 0.3575
2.0	 3.0	 0.50	 0.55	 0.2	 0.4	 0.3575	 0.7000
2.0	 3.0	 0.50	 0.55	 0.4	 0.6	 0.0000	 0.1863
2.0	 3.0	 0.50	 0.55	 0.4	 0.6	 0.1863	 0.2426
2.0	 3.0	 0.50	 0.55	 0.4	 0.6	 0.2426	 0.7000
2.0	 3.0	 0.50	 0.55	 0.6	 0.8	 0.0000	 0.2546
2.0	 3.0	 0.50	 0.55	 0.6	 0.8	 0.2546	 0.7000
2.0	 3.0	 0.50	 0.55	 0.8	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.55	 0.60	 0.0	 0.2	 0.0000	 0.2550
2.0	 3.0	 0.55	 0.60	 0.0	 0.2	 0.2550	 0.7000
2.0	 3.0	 0.55	 0.60	 0.2	 0.4	 0.0000	 0.2032
2.0	 3.0	 0.55	 0.60	 0.2	 0.4	 0.2032	 0.2529
